"structure_number","year0","year1","deck0","deck1"
"08591D001 30012",2006,2007,"6","6"
"08437 001 29655",2006,2007,"6","6"
"16188 064 02525",2006,2007,"6","6"
"08590C001 30069",2006,2007,"6","6"
"08194 003 00009",2006,2007,"5","5"
"08194R003 00010",2006,2007,"6","6"
"08195 001 29923",2006,2007,"6","6"
"08196 001 29883",2006,2007,"7","7"
"08198 001 29755",2006,2007,"6","6"
"08193 061C00052",2006,2007,"6","6"
"09254F061C00152",2006,2007,"6","6"
"09254G061C00114",2006,2007,"6","6"
"09254H061C00118",2006,2007,"6","6"
"05290 01EX00386",2006,2007,"5","5"
"00841 125 02003",2006,2007,"4","4"
"06671 002 02809",2006,2007,"5","5"
"06671A002 02809",2006,2007,"7","7"
"06683A01WX00031",2006,2007,"6","6"
"09254B061 00165",2006,2007,"6","6"
"09254C047 07397",2006,2007,"6","6"
"09254D047 07394",2006,2007,"6","6"
"09254E061C00157",2006,2007,"6","5"
"02193B002 03783",2006,2007,"7","6"
"02176 002 03512",2006,2007,"6","5"
"02176A002 03512",2006,2007,"6","5"
"02014A02W 01123",2006,2007,"N","N"
"09711 064 01680",2006,2007,"7","7"
"09711A064 01680",2006,2007,"7","7"
"08588D001 30150",2006,2007,"6","6"
"09316A001 30670",2006,2007,"6","6"
"09160 061 00109",2006,2007,"5","6"
"09161 061 00118",2006,2007,"7","7"
"00823 125 01601",2006,2007,"4","4"
"00840 125 01950",2006,2007,"4","4"
"02163A002 00673",2006,2007,"5","5"
"08574 001 30243",2006,2007,"5","6"
"08575 001 30229",2006,2007,"6","6"
"08575Q001 30233",2006,2007,"7","6"
"02008A01E 00443",2006,2007,"7","7"
"02010 01W 00486",2006,2007,"5","5"
"02641A02W 01077",2006,2007,"7","7"
"08575R001 30235",2006,2007,"6","6"
"08583 001 30199",2006,2007,"5","6"
"08588A002 00024",2006,2007,"5","5"
"08588B002 00002",2006,2007,"5","5"
"08588C002 00020",2006,2007,"5","5"
"02529 061 00332",2006,2007,"6","6"
"05194 01W 00141",2006,2007,"5","6"
"07981A002 00182",2006,2007,"6","6"
"05194R026 00002",2006,2007,"5","5"
"05195A01W 00193",2006,2007,"6","6"
"05195B01W 00198",2006,2007,"6","6"
"08322 01W 00526",2006,2007,"6","6"
"08037 002C02503",2006,2007,"6","6"
"02733B01WX00052",2006,2007,"6","7"
"02733C01WX00014",2006,2007,"6","7"
"01377A001 30838",2006,2007,"5","5"
"01377C01EX00441",2006,2007,"5","5"
"01983 01W 00325",2006,2007,"6","6"
"01984 01W 00350",2006,2007,"6","6"
"04566B068 00710",2006,2007,"7","7"
"06767 026 00099",2006,2007,"5","5"
"17064 001C29705",2006,2007,"6","6"
"17082 01EC00450",2006,2007,"7","7"
"17107 001C30731",2006,2007,"7","7"
"05054 026 00077",2006,2007,"6","6"
"02019 125 00185",2006,2007,"5","5"
"02097 01E 00159",2006,2007,"7","7"
"N8958A001 30299",2006,2007,"5","5"
"R2163A002 00659",2006,2007,"5","5"
"R7025B002C00202",2006,2007,"6","7"
"07999 068 00226",2006,2007,"7","7"
"07999C068 00243",2006,2007,"7","7"
"07498A002 01339",2006,2007,"6","7"
"07758C01W 00740",2006,2007,"7","7"
"01994 068 00224",2006,2007,"5","5"
"06686C01WX00550",2006,2007,"6","6"
"02565 002 02433",2006,2007,"N","N"
"02194A002 03898",2006,2007,"5","5"
"02237A01E 00262",2006,2007,"6","6"
"04543 125 02221",2006,2007,"7","7"
"08199A001C29712",2006,2007,"7","7"
"08201 001 29646",2006,2007,"6","6"
"08202 001 29634",2006,2007,"7","7"
"08203B001 29604",2006,2007,"6","6"
"08205 01W 00622",2006,2007,"7","7"
"08205R01WC00621",2006,2007,"5","5"
"02062A002 04014",2006,2007,"5","5"
"08573 001 30253",2006,2007,"5","6"
"H8588A002 00002",2006,2007,"6","6"
"N8588E001 30170",2006,2007,"5","6"
"07088A002 01213",2006,2007,"6","6"
"07089A002 01303",2006,2007,"7","7"
"07108A125 02193",2006,2007,"6","6"
"07297 01EX00487",2007,2008,"7","7"
"17208 002 01443",2007,2008,"7","7"
"R2163A002 00659",2007,2008,"5","5"
"R7025B002C00202",2007,2008,"7","7"
"R7026A059 00182",2007,2008,"6","6"
"R7040A01EX00022",2007,2008,"7","7"
"R8588E001 30150",2007,2008,"6","6"
"S8588E001 30170",2007,2008,"6","6"
"09316A001 30670",2007,2008,"6","6"
"09555 064 02632",2006,2007,"6","6"
"07089A002 01303",2007,2008,"7","7"
"07108A125 02193",2007,2008,"6","6"
"09377 002 04196",2007,2008,"6","6"
"09382 002 04131",2007,2008,"4","4"
"H8588A002 00002",2007,2008,"6","6"
"07298 01EX00446",2007,2008,"7","7"
"07333 001 30838",2007,2008,"6","6"
"S8958A001 30299",2007,2008,"5","5"
"16509 02W 00184",2007,2008,"7","7"
"16510 02W 00174",2007,2008,"7","7"
"16511 02WC00170",2007,2008,"7","7"
"16526 001 30759",2007,2008,"6","6"
"16534 001C30322",2007,2008,"6","6"
"16535 001C30309",2007,2008,"7","7"
"19660 001C30123",2007,2008,"7","7"
"16188 064 02525",2007,2008,"6","6"
"09391 047 07341",2007,2008,"6","6"
"09392 047 07370",2007,2008,"6","6"
"16302 064 01982",2007,2008,"N","N"
"17064 001C29705",2007,2008,"6","7"
"17082 01EC00450",2007,2008,"7","7"
"16358 001C30298",2007,2008,"6","6"
"13507 064 02475",2007,2008,"7","7"
"13507A064 02475",2007,2008,"7","7"
"13507B064C02479",2007,2008,"7","7"
"17365 002 01597",2007,2008,"7","7"
"17368 047C07219",2007,2008,"7","7"
"16926 01E 00440",2007,2008,"7","7"
"13514H002 00660",2007,2008,"5","5"
"13514B002C00672",2007,2008,"7","7"
"13514C064 02271",2007,2008,"N","N"
"13514D002C00664",2007,2008,"5","5"
"13514E002C00676",2007,2008,"7","7"
"13514F002 00694",2007,2008,"6","6"
"13516C064C02151",2007,2008,"7","7"
"13516D064C02159",2007,2008,"7","7"
"13516F064C02138",2007,2008,"7","7"
"13516G064C02119",2007,2008,"6","6"
"13520 064 02112",2007,2008,"7","7"
"13521 064 02087",2007,2008,"7","7"
"13522 064 02062",2007,2008,"7","7"
"13523 064 02057",2007,2008,"7","7"
"13527 064 02005",2007,2008,"7","7"
"13528 064 01962",2007,2008,"7","7"
"13528A064C01963",2007,2008,"7","7"
"13531 064 01912",2007,2008,"7","7"
"13533 064 01862",2007,2008,"7","7"
"13537 064 01811",2007,2008,"7","7"
"17107 001C30731",2007,2008,"7","7"
"17108 001C30734",2007,2008,"7","7"
"17124 000000000",2007,2008,"7","7"
"16553 002C00280",2007,2008,"7","7"
"09283 061 00207",2007,2008,"7","7"
"09284 061 00202",2007,2008,"7","7"
"07043A002 01008",2007,2008,"7","7"
"07044A002 01143",2007,2008,"6","6"
"18067 002 03783",2007,2008,"7","7"
"13514I064 02224",2007,2008,"N","N"
"13514L002 00683",2007,2008,"7","7"
"13516 002 00582",2007,2008,"6","6"
"13516A064 02159",2007,2008,"7","7"
"18940 02W 01000",2007,2008,"7","7"
"09282 061 00214",2007,2008,"6","6"
"09282A061 00212",2007,2008,"6","6"
"07088A002 01213",2007,2008,"6","6"
"13538 064 01780",2007,2008,"7","7"
"13538A064 01780",2007,2008,"7","7"
"13540 064 01743",2007,2008,"7","7"
"13540A064 01743",2007,2008,"7","7"
"13541 064 01722",2007,2008,"7","7"
"13541A064 01722",2007,2008,"7","7"
"09281 061 00220",2007,2008,"6","6"
"16055 064 02434",2007,2008,"7","7"
"16055A064 02433",2007,2008,"7","7"
"17176 001C29721",2007,2008,"6","6"
"17212 002 01405",2007,2008,"7","7"
"17213 002 01522",2007,2008,"7","7"
"07981A002 00182",2007,2008,"6","6"
"08194R003 00010",2007,2008,"6","6"
"08195 001 29923",2007,2008,"6","6"
"08196 001 29883",2007,2008,"7","7"
"08198 001 29755",2007,2008,"6","7"
"08199A001C29712",2007,2008,"7","7"
"08201 001 29646",2007,2008,"6","5"
"08202 001 29634",2007,2008,"7","7"
"09254A061C00209",2007,2008,"7","7"
"09254B061 00165",2007,2008,"6","6"
"09254C047 07397",2007,2008,"6","6"
"09254D047 07394",2007,2008,"6","6"
"09254E061C00157",2007,2008,"5","5"
"09254F061C00152",2007,2008,"6","6"
"08470 002C02211",2007,2008,"6","6"
"N8588E001 30170",2007,2008,"6","6"
"09279 061 00233",2007,2008,"6","6"
"09280 061 00233",2007,2008,"7","7"
"07498A002 01339",2007,2008,"7","7"
"07040 01EX00020",2007,2008,"7","7"
"09666 123 01115",2007,2008,"7","7"
"09667 064 02327",2007,2008,"7","7"
"09254G061C00114",2007,2008,"6","6"
"09254H061C00118",2007,2008,"6","6"
"09255 061 00139",2007,2008,"7","7"
"09268 061 00310",2007,2008,"6","6"
"09268A02W 00121",2007,2008,"5","5"
"09268B02W 00117",2007,2008,"5","5"
"02008A01E 00443",2007,2008,"7","7"
"02010 01W 00486",2007,2008,"5","5"
"02014A02W 01123",2007,2008,"N","N"
"09711 064 01680",2007,2008,"7","7"
"09711A064 01680",2007,2008,"7","7"
"08402 123 01041",2007,2008,"6","7"
"02682 002 03360",2007,2008,"N","N"
"09268E02W 00146",2007,2008,"5","5"
"09268N061 00284",2007,2008,"5","5"
"09268S061 00284",2007,2008,"5","5"
"09268W061 00284",2007,2008,"5","5"
"06895 01W 00167",2007,2008,"6","6"
"06895R026 00002",2007,2008,"6","6"
"06896 01W 00161",2007,2008,"7","7"
"09555 064 02632",2007,2008,"6","6"
"02176 002 03512",2007,2008,"5","5"
"02176A002 03512",2007,2008,"5","5"
"02193B002 03783",2007,2008,"6","6"
"02194A002 03898",2007,2008,"5","5"
"09059 123 01243",2007,2008,"6","6"
"09012 001 30388",2007,2008,"7","7"
"09015A001 30686",2007,2008,"6","6"
"07758C01W 00740",2007,2008,"7","7"
"08782A001 30265",2007,2008,"7","7"
"01185A003 00400",2007,2008,"7","7"
"09158 061C00102",2007,2008,"5","5"
"01377A001 30838",2007,2008,"5","5"
"01377C01EX00441",2007,2008,"5","5"
"06924 002 04027",2007,2008,"6","6"
"06945 002 01782",2007,2008,"7","7"
"09153 01W 00129",2007,2008,"5","5"
"09153R026 00002",2007,2008,"6","6"
"05194 01W 00141",2007,2008,"6","6"
"05194R026 00002",2007,2008,"5","5"
"05195A01W 00193",2007,2008,"6","6"
"02062B002 04014",2007,2008,"7","7"
"02063 002 04155",2007,2008,"6","6"
"02529 061 00332",2007,2008,"6","6"
"02063A002C04157",2007,2008,"4","4"
"08328 001 30038",2007,2008,"6","6"
"09276 061 00245",2007,2008,"7","7"
"09277 061 00235",2007,2008,"6","6"
"09278 061 00225",2007,2008,"7","7"
"08392C001C29717",2007,2008,"7","7"
"08392D001C29709",2007,2008,"7","7"
"02062A002 04014",2007,2008,"5","5"
"08401B068C00037",2007,2008,"7","7"
"08958 061 00358",2007,2008,"7","6"
"08958B061 00372",2007,2008,"6","5"
"08958D061 00352",2007,2008,"6","6"
"02097 01E 00159",2007,2008,"7","7"
"08958E001C30306",2007,2008,"6","6"
"08958F061 00352",2007,2008,"6","6"
"08958G061 00352",2007,2008,"6","6"
"08958H061 00388",2007,2008,"6","6"
"08958I061 00388",2007,2008,"6","6"
"02733B01WX00052",2007,2008,"7","7"
"08437 001 29655",2007,2008,"6","6"
"04527 125 01376",2007,2008,"6","6"
"04528 125 01498",2007,2008,"7","7"
"04534 125 01972",2007,2008,"7","7"
"04543 125 02221",2007,2008,"7","7"
"04566B068 00710",2007,2008,"7","7"
"02237A01E 00262",2007,2008,"6","6"
"07999 068 00226",2007,2008,"7","7"
"07999C068 00243",2007,2008,"7","7"
"06671 002 02809",2007,2008,"5","5"
"06671A002 02809",2007,2008,"7","7"
"06683A01WX00031",2007,2008,"6","6"
"08193 061C00052",2007,2008,"6","6"
"08194 003 00009",2007,2008,"5","5"
"09249T061 00197",2007,2008,"7","7"
"09250 061 00192",2007,2008,"7","7"
"09251 061C00189",2007,2008,"6","6"
"09252 061 00177",2007,2008,"6","6"
"09253 061 00172",2007,2008,"6","6"
"08882 001 30592",2007,2008,"6","6"
"08883 001 30622",2007,2008,"6","6"
"07400A01EX00575",2007,2008,"7","7"
"08203B001 29604",2007,2008,"6","6"
"08205 01W 00622",2007,2008,"7","7"
"08205R01WC00621",2007,2008,"5","5"
"08692 002 03712",2007,2008,"7","7"
"06945A002 01782",2007,2008,"7","7"
"02019 125 00185",2007,2008,"5","5"
"09154 061 00071",2007,2008,"6","6"
"09155 061 00088",2007,2008,"6","6"
"09156 061C00060",2007,2008,"6","6"
"09157 061C00100",2007,2008,"6","6"
"01994 068 00224",2007,2008,"5","5"
"05195B01W 00198",2007,2008,"6","6"
"01983 01W 00325",2007,2008,"6","5"
"01726 120 00038",2007,2008,"6","6"
"01740 02W 01319",2007,2008,"7","7"
"01984 01W 00350",2007,2008,"6","6"
"00823 125 01601",2007,2008,"4","4"
"00840 125 01950",2007,2008,"4","4"
"00841 125 02003",2007,2008,"4","4"
"02350A01EX00020",2007,2008,"7","7"
"08322 01W 00526",2007,2008,"6","6"
"08575Q001 30233",2007,2008,"6","6"
"08470R002C02210",2007,2008,"6","6"
"02733C01WX00014",2007,2008,"7","7"
"08589A001 30150",2007,2008,"5","5"
"08589B001 30150",2007,2008,"5","5"
"08589C001 30150",2007,2008,"5","5"
"09159 061C00078",2007,2008,"6","6"
"09160 061 00109",2007,2008,"6","6"
"08591F061 00048",2007,2008,"6","6"
"07031A068 00225",2007,2008,"7","7"
"07032A002 00355",2007,2008,"6","6"
"07036 002C00132",2007,2008,"6","6"
"02565 002 02433",2007,2008,"N","N"
"08996 123 00533",2007,2008,"6","6"
"08997 001 30493",2007,2008,"6","6"
"09000 001 30468",2007,2008,"6","6"
"09002 001 30443",2007,2008,"6","6"
"09007 001 30418",2007,2008,"6","6"
"09011 001 30398",2007,2008,"7","7"
"09249 061C00113",2007,2008,"7","7"
"08575R001 30235",2007,2008,"6","6"
"08583 001 30199",2007,2008,"6","6"
"08588A002 00024",2007,2008,"5","5"
"08588B002 00002",2007,2008,"5","5"
"08588C002 00020",2007,2008,"5","5"
"08588D001 30150",2007,2008,"6","6"
"05054 026 00077",2007,2008,"6","6"
"08995C01EX00592",2007,2008,"6","6"
"06924 002 04027",2008,2009,"6","6"
"08589D001 30150",2007,2008,"5","5"
"08590C001 30069",2007,2008,"6","6"
"08590D001 30068",2007,2008,"7","7"
"08590Y001C30068",2007,2008,"7","7"
"09161 061 00118",2007,2008,"7","7"
"06767 026 00099",2007,2008,"5","5"
"06767A026 00098",2007,2008,"6","6"
"08591A061C00109",2007,2008,"7","7"
"08591B001C30046",2007,2008,"7","7"
"08591C001 30010",2007,2008,"7","7"
"08591D001 30012",2007,2008,"6","7"
"08591E061 00053",2007,2008,"6","6"
"04516A001 30793",2007,2008,"5","5"
"06497 123 00091",2007,2008,"7","7"
"06498 123 00027",2007,2008,"6","6"
"04517 01WX00511",2007,2008,"5","5"
"04518 01WX00484",2007,2008,"5","5"
"02641A02W 01077",2007,2008,"7","7"
"08037 002C02503",2007,2008,"6","6"
"06686C01WX00550",2007,2008,"6","6"
"09284 061 00202",2008,2009,"7","7"
"09276 061 00245",2008,2009,"7","7"
"08590C001 30069",2008,2009,"6","6"
"08590D001 30068",2008,2009,"7","7"
"08591D001 30012",2008,2009,"7","7"
"08591E061 00053",2008,2009,"6","6"
"08392C001C29717",2008,2009,"7","7"
"08392D001C29709",2008,2009,"7","7"
"08401B068C00037",2008,2009,"7","7"
"08402 123 01041",2008,2009,"7","7"
"09252 061 00177",2008,2009,"6","6"
"09268E02W 00146",2008,2009,"5","5"
"09268N061 00284",2008,2009,"5","5"
"09268S061 00284",2008,2009,"5","5"
"09268W061 00284",2008,2009,"5","5"
"09160 061 00109",2008,2009,"6","6"
"09161 061 00118",2008,2009,"7","7"
"09153 01W 00129",2008,2009,"5","5"
"09153R026 00002",2008,2009,"6","6"
"08322 01W 00526",2008,2009,"6","6"
"08328 001 30038",2008,2009,"6","6"
"08692 002 03712",2008,2009,"7","7"
"02237A01E 00262",2008,2009,"6","6"
"16926 01E 00440",2008,2009,"7","7"
"13531 064 01912",2008,2009,"7","7"
"13533 064 01862",2008,2009,"7","7"
"02163A002 00673",2007,2008,"5","5"
"05290 01EX00386",2007,2008,"5","5"
"08573 001 30253",2007,2008,"6","6"
"08574 001 30243",2007,2008,"6","6"
"08575 001 30229",2007,2008,"6","6"
"08590Y001C30068",2008,2009,"7","7"
"08591A061C00109",2008,2009,"7","7"
"08591B001C30046",2008,2009,"7","7"
"08591C001 30010",2008,2009,"7","7"
"09059 123 01243",2008,2009,"6","6"
"09282A061 00212",2008,2009,"6","7"
"09283 061 00207",2008,2009,"7","7"
"09158 061C00102",2008,2009,"5","5"
"09159 061C00078",2008,2009,"6","6"
"09249 061C00113",2008,2009,"7","7"
"09249T061 00197",2008,2009,"7","7"
"09250 061 00192",2008,2009,"7","7"
"09251 061C00189",2008,2009,"6","6"
"09253 061 00172",2008,2009,"6","6"
"09254A061C00209",2008,2009,"7","7"
"09268A02W 00121",2008,2009,"5","5"
"09268B02W 00117",2008,2009,"5","5"
"09154 061 00071",2008,2009,"6","6"
"09155 061 00088",2008,2009,"6","7"
"09156 061C00060",2008,2009,"6","6"
"09157 061C00100",2008,2009,"6","6"
"09254B061 00165",2008,2009,"6","6"
"09254C047 07397",2008,2009,"6","5"
"09254D047 07394",2008,2009,"6","5"
"09254E061C00157",2008,2009,"5","5"
"09254F061C00152",2008,2009,"6","7"
"09254G061C00114",2008,2009,"6","6"
"09254H061C00118",2008,2009,"6","6"
"09255 061 00139",2008,2009,"7","7"
"09268 061 00310",2008,2009,"6","6"
"06945 002 01782",2008,2009,"7","7"
"06945A002 01782",2008,2009,"7","7"
"13537 064 01811",2008,2009,"7","7"
"13516D064C02159",2008,2009,"7","7"
"13516F064C02138",2008,2009,"7","7"
"13516G064C02119",2008,2009,"6","6"
"13520 064 02112",2008,2009,"7","6"
"13521 064 02087",2008,2009,"7","7"
"13522 064 02062",2008,2009,"7","7"
"13523 064 02057",2008,2009,"7","7"
"09015A001 30686",2008,2009,"6","6"
"13538 064 01780",2008,2009,"7","7"
"13538A064 01780",2008,2009,"7","7"
"13540 064 01743",2008,2009,"7","7"
"07031A068 00225",2008,2009,"7","7"
"07032A002 00355",2008,2009,"6","6"
"08591F061 00048",2008,2009,"6","6"
"08037 002C02503",2008,2009,"6","6"
"19660 001C30123",2008,2009,"7","7"
"06895 01W 00167",2008,2009,"6","6"
"06895R026 00002",2008,2009,"6","6"
"06896 01W 00161",2008,2009,"7","7"
"07333 001 30838",2008,2009,"6","6"
"13527 064 02005",2008,2009,"7","7"
"13528 064 01962",2008,2009,"7","7"
"13528A064C01963",2008,2009,"7","7"
"04516A001 30793",2008,2009,"5","5"
"04517 01WX00511",2008,2009,"5","5"
"04518 01WX00484",2008,2009,"5","5"
"02641A02W 01077",2008,2009,"7","7"
"02194A002 03898",2008,2009,"5","5"
"16188 064 02525",2008,2009,"6","6"
"07400A01EX00575",2008,2009,"7","7"
"13540A064 01743",2008,2009,"7","7"
"13541 064 01722",2008,2009,"7","7"
"13541A064 01722",2008,2009,"7","7"
"07981A002 00182",2008,2009,"6","6"
"06767 026 00099",2008,2009,"5","5"
"06767A026 00098",2008,2009,"6","6"
"16506 001C30686",2008,2009,"7","7"
"16509 02W 00184",2008,2009,"7","7"
"16510 02W 00174",2008,2009,"7","7"
"16511 02WC00170",2008,2009,"7","7"
"N8958A001 30299",2008,2009,"5","5"
"R2163A002 00659",2008,2009,"5","5"
"R7025B002C00202",2008,2009,"7","7"
"07297 01EX00487",2008,2009,"7","7"
"07298 01EX00446",2008,2009,"7","7"
"04527 125 01376",2008,2009,"6","6"
"04528 125 01498",2008,2009,"7","7"
"04534 125 01972",2008,2009,"7","7"
"04543 125 02221",2008,2009,"7","7"
"02063 002 04155",2008,2009,"6","6"
"02063A002C04157",2008,2009,"4","4"
"04566B068 00710",2008,2009,"7","7"
"06497 123 00091",2008,2009,"7","7"
"06498 123 00027",2008,2009,"6","6"
"02097 01E 00159",2008,2009,"7","6"
"01726 120 00038",2008,2009,"6","6"
"01740 02W 01319",2008,2009,"7","7"
"02193B002 03783",2008,2009,"6","6"
"17212 002 01405",2008,2009,"7","7"
"17213 002 01522",2008,2009,"7","7"
"09377 002 04196",2008,2009,"6","6"
"16055 064 02434",2008,2009,"7","7"
"18940 02W 01000",2008,2009,"7","7"
"16055A064 02433",2008,2009,"7","7"
"16553 002C00280",2008,2009,"7","7"
"17208 002 01443",2008,2009,"7","7"
"07498A002 01339",2008,2009,"7","7"
"13514F002 00694",2008,2009,"6","6"
"13514H002 00660",2008,2009,"5","5"
"13514I064 02224",2008,2009,"N","7"
"13514L002 00683",2008,2009,"7","7"
"13516 002 00582",2008,2009,"6","6"
"18067 002 03783",2008,2009,"7","7"
"13516A064 02159",2008,2009,"7","7"
"13516C064C02151",2008,2009,"7","7"
"16535 001C30309",2008,2009,"7","7"
"08193 061C00052",2008,2009,"6","6"
"17365 002 01597",2008,2009,"7","7"
"17368 047C07219",2008,2009,"7","7"
"09711 064 01680",2008,2009,"7","7"
"09711A064 01680",2008,2009,"7","7"
"18674 047C07132",2008,2009,"6","6"
"01983 01W 00325",2008,2009,"5","5"
"01984 01W 00350",2008,2009,"6","6"
"07036 002C00132",2008,2009,"6","6"
"07040 01EX00020",2008,2009,"7","7"
"08958 061 00358",2008,2009,"6","6"
"08958B061 00372",2008,2009,"5","5"
"02682 002 03360",2008,2009,"N","N"
"08958D061 00352",2008,2009,"6","6"
"08958E001C30306",2008,2009,"6","6"
"16526 001 30759",2008,2009,"6","6"
"05054 026 00077",2008,2009,"6","6"
"05194 01W 00141",2008,2009,"6","6"
"05194R026 00002",2008,2009,"5","5"
"05195A01W 00193",2008,2009,"6","6"
"05195B01W 00198",2008,2009,"6","6"
"02019 125 00185",2008,2009,"5","5"
"06671 002 02809",2008,2009,"5","5"
"06671A002 02809",2008,2009,"7","7"
"07044A002 01143",2008,2009,"6","6"
"07088A002 01213",2008,2009,"6","6"
"06683A01WX00031",2008,2009,"6","6"
"06686C01WX00550",2008,2009,"6","6"
"02062A002 04014",2008,2009,"5","5"
"02062B002 04014",2008,2009,"7","7"
"07043A002 01008",2008,2009,"7","7"
"02565 002 02433",2008,2009,"N","N"
"08588B002 00002",2008,2009,"5","5"
"08588C002 00020",2008,2009,"5","5"
"08588D001 30150",2008,2009,"6","6"
"08589A001 30150",2008,2009,"5","5"
"08589B001 30150",2008,2009,"5","5"
"08589C001 30150",2008,2009,"5","5"
"08589D001 30150",2008,2009,"5","5"
"02350A01EX00020",2008,2009,"7","6"
"07758C01W 00740",2008,2009,"7","7"
"00823 125 01601",2008,2009,"4","4"
"00840 125 01950",2008,2009,"4","4"
"07089A002 01303",2008,2009,"7","7"
"07108A125 02193",2008,2009,"6","6"
"02733B01WX00052",2008,2009,"7","7"
"02733C01WX00014",2008,2009,"7","7"
"08583 001 30199",2008,2009,"6","6"
"08588A002 00024",2008,2009,"5","5"
"17124 000000000",2008,2009,"7","7"
"01994 068 00224",2008,2009,"5","5"
"01377A001 30838",2008,2009,"5","5"
"01377C01EX00441",2008,2009,"5","5"
"08573 001 30253",2008,2009,"6","6"
"08574 001 30243",2008,2009,"6","6"
"08575 001 30229",2008,2009,"6","6"
"13507 064 02475",2008,2009,"7","7"
"02529 061 00332",2008,2009,"6","6"
"08437 001 29655",2008,2009,"6","6"
"N8958A001 30299",2007,2008,"5","5"
"09277 061 00235",2008,2009,"6","6"
"09278 061 00225",2008,2009,"7","7"
"09279 061 00233",2008,2009,"6","6"
"09280 061 00233",2008,2009,"7","7"
"09281 061 00220",2008,2009,"6","6"
"09282 061 00214",2008,2009,"6","7"
"08575Q001 30233",2008,2009,"6","6"
"08575R001 30235",2008,2009,"6","6"
"08470 002C02211",2008,2009,"6","6"
"08470R002C02210",2008,2009,"6","6"
"08203B001 29604",2008,2009,"6","6"
"08205 01W 00622",2008,2009,"7","7"
"08205R01WC00621",2008,2009,"5","5"
"09666 123 01115",2008,2009,"7","7"
"09667 064 02327",2008,2009,"7","7"
"08194 003 00009",2008,2009,"5","5"
"08194R003 00010",2008,2009,"6","6"
"08195 001 29923",2008,2009,"6","6"
"08196 001 29883",2008,2009,"7","7"
"08198 001 29755",2008,2009,"7","7"
"08199A001C29712",2008,2009,"7","7"
"08201 001 29646",2008,2009,"5","5"
"08202 001 29634",2008,2009,"7","7"
"16506 001C30686",2007,2008,"7","7"
"02163A002 00673",2008,2009,"5","5"
"02176 002 03512",2008,2009,"5","5"
"18674 047C07132",2007,2008,"6","6"
"02176A002 03512",2008,2009,"5","5"
"02008A01E 00443",2008,2009,"7","7"
"02010 01W 00486",2008,2009,"5","5"
"02014A02W 01123",2008,2009,"N","N"
"01185A003 00400",2008,2009,"7","7"
"17064 001C29705",2008,2009,"7","7"
"16302 064 01982",2008,2009,"N","7"
"00841 125 02003",2008,2009,"4","4"
"17176 001C29721",2008,2009,"6","6"
"13507A064 02475",2008,2009,"7","7"
"16358 001C30298",2008,2009,"6","6"
"13507B064C02479",2008,2009,"7","7"
"17082 01EC00450",2008,2009,"7","7"
"09316A001 30670",2008,2009,"6","6"
"R7026A059 00182",2008,2009,"6","6"
"R7040A01EX00022",2008,2009,"7","7"
"R8588E001 30150",2008,2009,"6","6"
"S8588E001 30170",2008,2009,"6","6"
"S8958A001 30299",2008,2009,"5","5"
"05290 01EX00386",2008,2009,"5","4"
"17107 001C30731",2008,2009,"7","7"
"09382 002 04131",2008,2009,"4","4"
"09391 047 07341",2008,2009,"6","6"
"09392 047 07370",2008,2009,"6","7"
"H8588A002 00002",2008,2009,"6","6"
"N8588E001 30170",2008,2009,"6","6"
"08995C01EX00592",2008,2009,"6","6"
"08996 123 00533",2008,2009,"6","6"
"08997 001 30493",2008,2009,"6","7"
"09000 001 30468",2008,2009,"6","7"
"09002 001 30443",2008,2009,"6","6"
"09007 001 30418",2008,2009,"6","6"
"09011 001 30398",2008,2009,"7","7"
"16534 001C30322",2008,2009,"6","7"
"08958F061 00352",2008,2009,"6","6"
"08958G061 00352",2008,2009,"6","6"
"08958H061 00388",2008,2009,"6","6"
"08958I061 00388",2008,2009,"6","6"
"07999 068 00226",2008,2009,"7","7"
"07999C068 00243",2008,2009,"7","7"
"17108 001C30734",2008,2009,"7","7"
"08882 001 30592",2008,2009,"6","6"
"08883 001 30622",2008,2009,"6","6"
"08782A001 30265",2008,2009,"7","7"
"09012 001 30388",2008,2009,"7","7"
"09555 064 02632",2008,2009,"6","6"
"13514B002C00672",2008,2009,"7","7"
"16534 001C30322",2009,2010,"7","7"
"16535 001C30309",2009,2010,"7","7"
"16553 002C00280",2009,2010,"7","7"
"13507 064 02475",2009,2010,"7","7"
"13507A064 02475",2009,2010,"7","7"
"13507B064C02479",2009,2010,"7","7"
"13514B002C00672",2009,2010,"7","7"
"13514C064 02271",2009,2010,"5","5"
"13514D002C00664",2009,2010,"5","5"
"13514E002C00676",2009,2010,"7","6"
"13514F002 00694",2009,2010,"6","6"
"13514H002 00660",2009,2010,"5","5"
"13514I064 02224",2009,2010,"7","7"
"17176 001C29721",2009,2010,"6","6"
"17208 002 01443",2009,2010,"7","7"
"17212 002 01405",2009,2010,"7","7"
"17213 002 01522",2009,2010,"7","7"
"17064 001C29705",2009,2010,"7","7"
"17082 01EC00450",2009,2010,"7","7"
"17107 001C30731",2009,2010,"7","7"
"17108 001C30734",2009,2010,"7","7"
"17124 000000000",2009,2010,"7","7"
"16358 001C30298",2009,2010,"6","6"
"16055 064 02434",2009,2010,"7","7"
"16055A064 02433",2009,2010,"7","7"
"16926 01E 00440",2009,2010,"7","7"
"17368 047C07219",2009,2010,"7","7"
